Restaurant_Name,City,Restaurant_Type,Cuisines,Cost_for_two,Rating_out_of_5,Customer_rated,Service_Category,Online_Order,Book_Table
Saka Eatery Outlet,Old Airport Road,Quick Bites,Street Food,150.0,3.7,42,Delivery,Yes,No
CakeBerries,Old Airport Road,Bakery,"Bakery, Desserts",200.0,3.7,15,Delivery,No,No
Troll,Old Airport Road,Dessert Parlor,"Desserts, Ice Cream",300.0,3.8,103,Delivery,Yes,No
New Leaf Restaurant,Old Airport Road,Casual Dining,Chinese,1200.0,3.7,59,Delivery,Yes,Yes
Goodness! Beverages,Old Airport Road,Delivery,Beverages,250.0,3.7,0,Delivery,Yes,No
Chefie,Old Airport Road,Quick Bites,"Continental, Fast Food, Italian, North Indian",200.0,3.8,37,Delivery,Yes,No
The Kitchen Bandit,Old Airport Road,Delivery,"Chinese, North Indian, Fast Food",350.0,3.2,44,Delivery,Yes,No
Viceroy's Sarathi,Old Airport Road,"Casual Dining, Bar","North Indian, Chinese, Mughlai",750.0,3.8,139,Delivery,Yes,No
Chef Fast Food,Old Airport Road,Quick Bites,"Fast Food, North Indian, South Indian",300.0,3.2,27,Delivery,Yes,No
New Tandoor Fusion,Old Airport Road,Quick Bites,"North Indian, Chinese",350.0,3.1,4,Delivery,Yes,No
Chaai Resto,Old Airport Road,"Cafe, Quick Bites","Cafe, Rolls, Fast Food",200.0,3.7,0,Delivery,No,No
Book My Cakes,Old Airport Road,Bakery,Bakery,300.0,3.3,4,Delivery,Yes,No
Punjab Bistro,Old Airport Road,Food Court,North Indian,300.0,3.7,16,Delivery,Yes,No
Amar Kolkata,Old Airport Road,Quick Bites,"Bengali, North Indian, Chinese",300.0,3.2,6,Delivery,Yes,No
The Brekkie Shop,Old Airport Road,Delivery,"Healthy Food, Sandwich",300.0,3.8,61,Delivery,Yes,No
Venad Kitchen,Old Airport Road,"Takeaway, Delivery",Kerala,300.0,3.8,93,Delivery,Yes,No
Lazy Suzy,Old Airport Road,"Cafe, Bakery","Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European",1000.0,4.3,1258,Delivery,Yes,Yes
Little Orissa Restaurant,Old Airport Road,Casual Dining,"Oriya, North Indian, Bengali, Chinese",450.0,3.9,350,Delivery,Yes,No
VRS Food Zone,Old Airport Road,Quick Bites,"Chinese, Fast Food",100.0,3.3,5,Delivery,Yes,No
Breakstation,Old Airport Road,Quick Bites,Fast Food,200.0,3.4,0,Delivery,No,No
Bangalore Durbar Fast Food,Old Airport Road,"Takeaway, Delivery","North Indian, South Indian, Chinese, Kerala",600.0,3.6,21,Delivery,Yes,No
Ramji Chaiwale,Old Airport Road,Quick Bites,"Beverages, Fast Food",250.0,3.9,124,Delivery,Yes,No
Waah Chef,Old Airport Road,Food Court,Hyderabadi,300.0,3.3,4,Delivery,No,No
Nature's Restaurant,Old Airport Road,Quick Bites,"Chinese, Mangalorean, North Indian",300.0,3.3,4,Delivery,No,No
Chatora Singh,Old Airport Road,Quick Bites,"North Indian, Fast Food",200.0,3.9,44,Delivery,Yes,No
Chung Shan Chinese Restaurant,Old Airport Road,Quick Bites,"Chinese, Momos",500.0,3.7,32,Delivery,No,No
Paratha Plaza,Old Airport Road,Quick Bites,North Indian,300.0,3.7,156,Delivery,Yes,No
ABC Grand,Old Airport Road,Casual Dining,"Andhra, Chinese, North Indian",750.0,3.5,54,Delivery,No,No
Bun Maska Chai,Old Airport Road,Quick Bites,"Street Food, Fast Food",250.0,3.9,122,Delivery,Yes,No
Sweet Chariot,Old Airport Road,Dessert Parlor,"Bakery, Fast Food",500.0,3.5,25,Delivery,Yes,No
Tea Journey,Old Airport Road,Cafe,Cafe,500.0,3.8,71,Delivery,No,No
Fresh Bowl,Old Airport Road,Quick Bites,"Chinese, North Indian, Fast Food",400.0,3.3,4,Delivery,No,No
Shankar's Kitchen,Old Airport Road,Quick Bites,Sandwich,120.0,3.7,0,Delivery,No,No
Mummy's Kitchen,Old Airport Road,Quick Bites,"North Indian, Biryani, Chinese",300.0,3.7,16,Delivery,Yes,No
Hotel Hyperdine,Old Airport Road,Quick Bites,"North Indian, Chinese, Arabian",350.0,2.5,66,Delivery,Yes,No
Bhagini Icon Boutique Hotel,Old Airport Road,Casual Dining,"South Indian, North Indian, Continental",600.0,3.1,6,Delivery,Yes,No
Hungry Walker,Old Airport Road,Quick Bites,"Indonesian, Thai, Vietnamese, Asian, Chinese, Continental, Malaysian",400.0,4.0,43,Delivery,Yes,No
Loyal Food,Old Airport Road,Quick Bites,Continental,500.0,3.2,17,Delivery,Yes,No
Oyster Bay,Old Airport Road,Casual Dining,North Indian,550.0,3.2,5,Delivery,No,No
Ginseng - Royal Orchid Hotel,Old Airport Road,Fine Dining,"Chinese, Thai, Asian",1900.0,3.9,172,Delivery,No,Yes
Tuffreys,Old Airport Road,Dessert Parlor,"Desserts, Ice Cream",250.0,3.6,25,Delivery,Yes,No
Eddy's Cafe,Old Airport Road,Cafe,"Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts",750.0,4.1,142,Delivery,Yes,No
New Royal Paris Restaurant,Old Airport Road,Quick Bites,"Chinese, Kerala, North Indian",300.0,3.4,14,Delivery,No,No
McLeans Italian Pizzeria,Old Airport Road,Delivery,"American, Pizza",500.0,3.4,30,Delivery,Yes,No
Java,Old Airport Road,Casual Dining,"North Indian, Chinese",700.0,3.7,39,Delivery,No,No
Simhapuri Mess,Old Airport Road,Mess,North Indian,300.0,3.8,39,Delivery,No,No
DilliBite,Old Airport Road,Quick Bites,"North Indian, Chinese",600.0,3.5,33,Delivery,Yes,No
Friends Night Kitchen,Old Airport Road,"Takeaway, Delivery","Italian, Pizza",400.0,3.8,110,Delivery,Yes,No
Kumbakonam Degree Coffee,Old Airport Road,Quick Bites,"South Indian, Fast Food",200.0,3.8,67,Delivery,No,No
Nukkad Point,Old Airport Road,Quick Bites,North Indian,150.0,3.6,0,Delivery,No,No
Momo Corner,Old Airport Road,Kiosk,"Fast Food, Momos",150.0,3.8,22,Delivery,No,No
Nandini Andhra Style Mess,Old Airport Road,Quick Bites,"North Indian, Chinese, South Indian",350.0,3.4,28,Delivery,No,No
Palki Restaurant,Old Airport Road,Casual Dining,"North Indian, Chinese, Biryani, Mangalorean",500.0,2.8,93,Delivery,No,No
Me And My Cake,Old Airport Road,Quick Bites,"Bakery, Desserts",500.0,3.7,0,Delivery,No,No
GulpnBurp,Old Airport Road,Delivery,"North Indian, South Indian",400.0,3.7,0,Delivery,No,No
Raaga,Old Airport Road,Casual Dining,"North Indian, Chinese, Continental",1200.0,3.8,300,Delivery,Yes,Yes
Suvaai Restaurant,Old Airport Road,Quick Bites,South Indian,100.0,3.3,11,Delivery,Yes,No
Shree Durga,Old Airport Road,Quick Bites,"North Indian, Chinese, Seafood",500.0,3.2,7,Delivery,No,No
Muttonwah!,Old Airport Road,"Takeaway, Delivery",North Indian,500.0,3.3,0,Delivery,No,No
@North Parontha Hut,Old Airport Road,"Takeaway, Delivery",North Indian,300.0,3.3,0,Delivery,No,No
24 Hours Cake Delivery,Old Airport Road,Delivery,Bakery,700.0,3.3,4,Delivery,No,No
Nandanavanam,Old Airport Road,Quick Bites,South Indian,300.0,3.3,6,Delivery,No,No
Hotel Raravees,Old Airport Road,Quick Bites,"North Indian, Chinese, South Indian",400.0,3.4,0,Delivery,No,No
Juicemaker,Old Airport Road,"Takeaway, Delivery","Beverages, Fast Food",400.0,3.4,32,Delivery,No,No
Samosa Party,Old Airport Road,Quick Bites,"Street Food, Fast Food",150.0,4.1,374,Delivery,Yes,No
BabaYaga's,Old Airport Road,"Bar, Casual Dining","American, Finger Food",1500.0,4.0,242,Delivery,No,Yes
Ghar Ka Bhojan,Old Airport Road,Delivery,"North Indian, Healthy Food",200.0,3.3,7,Delivery,No,No
L'inoui - The Leela Palace,Old Airport Road,Dessert Parlor,Desserts,400.0,3.5,9,Delivery,No,No
MR Mess,Old Airport Road,Quick Bites,"South Indian, North Indian, Chinese",300.0,3.55,0,Delivery,No,No
Dollars Park Residency,Old Airport Road,Quick Bites,"South Indian, North Indian",300.0,3.6,0,Delivery,Yes,No
Hello Resto-Pub,Old Airport Road,"Casual Dining, Pub",Continental,900.0,4.1,348,Delivery,Yes,Yes
Bismillah Ambur Biryani,Old Airport Road,Quick Bites,Biryani,150.0,3.1,0,Delivery,No,No
Your's Kitchen,Old Airport Road,Delivery,North Indian,200.0,3.55,0,Delivery,No,No
Mac Fast Food,Old Airport Road,Quick Bites,"Fast Food, Chinese",400.0,2.7,50,Delivery,No,No
Bake a Smile,Old Airport Road,"Takeaway, Delivery","Bakery, Desserts",400.0,3.4,9,Delivery,No,No
Shawn's Bakehouse,Old Airport Road,Bakery,Bakery,100.0,3.5,0,Delivery,No,No
SLV Andhra Mess,Old Airport Road,Quick Bites,"Chinese, North Indian",200.0,3.5,6,Delivery,Yes,No
NH8,Old Airport Road,Casual Dining,Rajasthani,800.0,4.1,2099,Delivery,Yes,Yes
Chungs Pavilion,Old Airport Road,Casual Dining,Chinese,700.0,3.9,249,Delivery,Yes,No
Venus Bake Point,Old Airport Road,Bakery,Bakery,500.0,3.5,6,Delivery,Yes,No
Good Meals,Old Airport Road,"Takeaway, Delivery","North Indian, South Indian",250.0,3.7,0,Delivery,Yes,No
House Of Seitan,Old Airport Road,Cafe,"Healthy Food, Burger, Beverages, Cafe, Sandwich, Salad",700.0,4.0,38,Delivery,Yes,No
Raenss Cafe,Old Airport Road,Cafe,"Cafe, Fast Food",600.0,2.4,128,Delivery,Yes,No
Momscurry,Old Airport Road,Delivery,North Indian,300.0,2.7,19,Delivery,Yes,No
FTB Restaurant,Old Airport Road,"Takeaway, Delivery","North Indian, Bengali, Chinese, Seafood",500.0,3.6,19,Delivery,Yes,No
The Teal Door Cafe,Old Airport Road,Cafe,"Cafe, Continental",800.0,4.2,1920,Delivery,Yes,No
Grow Fit,Old Airport Road,Delivery,"Healthy Food, North Indian, Thai",500.0,3.9,113,Delivery,Yes,No
Cane Crussh,Old Airport Road,Beverage Shop,Juices,100.0,3.6,0,Delivery,Yes,No
Jiyan Swadista,Old Airport Road,Quick Bites,"Chinese, Kebab, North Indian",300.0,3.4,10,Delivery,Yes,No
Homemade Food,Old Airport Road,Takeaway,South Indian,200.0,3.8,24,Delivery,Yes,No
The Humming Tree,Old Airport Road,Lounge,"Fast Food, European",2000.0,4.0,2432,Delivery,No,No
Ambur Biriyani,Old Airport Road,Quick Bites,Biryani,200.0,3.2,4,Delivery,No,No
Dine @ 9 Paratha Corner,Old Airport Road,Quick Bites,"North Indian, Chinese",300.0,3.6,33,Delivery,No,No
Paisa Vasool,Old Airport Road,Quick Bites,North Indian,400.0,3.3,8,Delivery,Yes,No
Woodstok,Old Airport Road,"Takeaway, Delivery","Continental, Italian, Steak, American",400.0,4.1,1054,Delivery,No,No
Cup Shup,Old Airport Road,Cafe,"Cafe, Continental, Fast Food",500.0,2.8,185,Delivery,No,No
Achayyan's,Old Airport Road,Quick Bites,"Kerala, South Indian",350.0,3.8,410,Delivery,Yes,No
Kadai Crust - Amma Veetu Samayal,Old Airport Road,"Takeaway, Delivery","Chettinad, South Indian, Biryani",700.0,3.8,263,Delivery,No,No
The Ants Cafe & Store,Old Airport Road,Cafe,"Cafe, Italian, Fast Food",800.0,3.9,1387,Delivery,Yes,Yes
Gundappa Donne Biryani,Old Airport Road,Quick Bites,Biryani,300.0,2.6,91,Delivery,No,No
Namdhari's Salad Bar,Old Airport Road,Quick Bites,"Salad, Fast Food",400.0,3.9,82,Delivery,No,No
The Rolling Pin,Old Airport Road,"Bakery, Dessert Parlor","Bakery, Desserts",400.0,4.1,76,Delivery,No,No
AhimsaAmrit Green Cafe,Old Airport Road,Casual Dining,"Healthy Food, Salad, Continental",800.0,3.7,19,Delivery,No,Yes
Pappu Chaiwalla,Old Airport Road,Food Truck,Fast Food,300.0,3.7,0,Delivery,No,No
Rotiyana,Old Airport Road,Quick Bites,North Indian,400.0,3.6,0,Delivery,No,No
Chai Cafe,Old Airport Road,Cafe,Cafe,200.0,3.9,49,Delivery,No,No
La Madeleine Patisserie,Old Airport Road,"Takeaway, Delivery",Bakery,200.0,3.9,71,Delivery,No,No
Rudra Tiffin Service,Old Airport Road,"Takeaway, Delivery",North Indian,250.0,3.3,4,Delivery,No,No
Steaks and Shakes,Old Airport Road,Delivery,"Steak, Beverages",300.0,3.7,0,Delivery,No,No
AULI,Old Airport Road,"Takeaway, Delivery",Continental,500.0,3.7,0,Delivery,No,No
Jiyo Natural,Old Airport Road,Delivery,"Healthy Food, North Indian",300.0,3.6,15,Delivery,No,No
KrumbKraft,Old Airport Road,Bakery,"Bakery, European",300.0,3.5,6,Delivery,No,No
Melting Spot,Old Airport Road,"Cafe, Dessert Parlor","Cafe, Desserts, Beverages, Italian",600.0,4.0,134,Delivery,No,No
Neffy's - Cakes & More,Old Airport Road,Bakery,Bakery,300.0,3.5,24,Delivery,No,No
Yum Tum,Old Airport Road,Quick Bites,"Salad, Greek, Mediterranean",250.0,3.4,7,Delivery,No,No
Fudgy Love Designer Cakes,Old Airport Road,"Bakery, Dessert Parlor","Bakery, Desserts",600.0,3.7,20,Delivery,No,No
Cafe Velvette,Old Airport Road,"Cafe, Dessert Parlor","Cafe, American, Italian, Continental",400.0,3.4,11,Delivery,No,No
Juice Planet Food Corner,Old Airport Road,Quick Bites,"Biryani, Beverages",150.0,3.7,0,Delivery,No,No
Sri Lakshmi Darshini Canteen,Old Airport Road,Quick Bites,South Indian,250.0,3.55,0,Delivery,No,No
Sweet Mansion,Old Airport Road,Bakery,Bakery,200.0,3.5,0,Delivery,No,No
The Daily Dabba,Old Airport Road,"Takeaway, Delivery",North Indian,250.0,3.3,0,Delivery,No,No
Bismilla Vaniyambadi Biriyani,Old Airport Road,Quick Bites,"Biryani, North Indian",200.0,3.7,0,Delivery,No,No
Cake Inc.,Old Airport Road,Bakery,"Bakery, Desserts",450.0,3.7,0,Delivery,No,No
Jain 4 Food.com,Old Airport Road,Delivery,North Indian,150.0,3.55,0,Delivery,No,No
Celeste's Kitchen,Old Airport Road,Delivery,"Chinese, Fast Food, North Indian",400.0,3.3,5,Delivery,No,No
Henshel,Old Airport Road,"Takeaway, Delivery","Bengali, North Indian",350.0,3.7,0,Delivery,No,No
Taantraa - Organic Handbaking,Old Airport Road,Delivery,"Bakery, Desserts",350.0,3.7,28,Delivery,No,No
Cross Roads Cafe,Old Airport Road,Cafe,"Cafe, Italian, Tex-Mex, Fast Food, Burger",500.0,3.0,59,Delivery,No,No
Desi Tadka Khana,Old Airport Road,"Takeaway, Delivery",North Indian,400.0,3.3,0,Delivery,Yes,No
Smoodies,Old Airport Road,Beverage Shop,Juices,300.0,3.7,22,Delivery,Yes,No
Cinnamon's Kitchen,Old Airport Road,Quick Bites,"North Indian, South Indian, Fast Food",300.0,3.7,25,Delivery,Yes,No
Mayo N Burger,Old Airport Road,Quick Bites,American,250.0,3.2,4,Delivery,Yes,No
Mukati Kitchen,Old Airport Road,Quick Bites,"North Indian, Continental, Chinese, Italian",500.0,3.7,133,Delivery,Yes,No
Soup Station,Old Airport Road,Delivery,"Healthy Food, Sandwich, Salad",150.0,3.9,112,Delivery,Yes,No
Omm Sweets & Snacks,Old Airport Road,Sweet Shop,"Mithai, Street Food",100.0,3.1,0,Delivery,Yes,No
Happy Eats,Old Airport Road,Delivery,"North Indian, Continental",300.0,3.7,0,Delivery,Yes,No
The Parotta Master,Old Airport Road,Delivery,South Indian,400.0,2.9,43,Delivery,Yes,No
Byblos,Old Airport Road,Casual Dining,"Lebanese, Arabian, Middle Eastern, Salad, Beverages",1700.0,4.2,1352,Delivery,Yes,Yes
Cream Factory,Old Airport Road,Dessert Parlor,Desserts,400.0,3.9,54,Delivery,Yes,No
Picante,Old Airport Road,Delivery,"Sandwich, Fast Food",400.0,3.6,23,Delivery,Yes,No
Raptures Chocolates,Old Airport Road,Delivery,Desserts,250.0,3.7,0,Delivery,Yes,No
Lono,Old Airport Road,"Lounge, Casual Dining","Continental, Modern Indian",1500.0,4.2,241,Delivery,No,Yes
Loveshack,Old Airport Road,"Lounge, Cafe","Continental, Pizza, North Indian, Goan, Cafe",1600.0,4.0,1806,Delivery,No,Yes
The French Loaf,Old Airport Road,"Bakery, Quick Bites","Bakery, Desserts, Sandwich",400.0,3.5,137,Delivery,Yes,No
Cafe Idly,Old Airport Road,Quick Bites,"South Indian, Fast Food",200.0,2.9,35,Delivery,Yes,No
Bottle & Glass,Old Airport Road,"Bar, Casual Dining","Continental, Chinese, Italian",1400.0,4.0,984,Delivery,No,Yes
Tandoori Taal,Old Airport Road,Casual Dining,"Biryani, North Indian",900.0,4.3,1799,Delivery,Yes,Yes
Knight Riders,Old Airport Road,Bar,"Chinese, European",1000.0,2.4,25,Delivery,No,No
Dal Chawal Roti,Old Airport Road,Quick Bites,"North Indian, Chinese",300.0,3.3,10,Delivery,No,No
TFC - Tony's Food Corner,Old Airport Road,Quick Bites,"North Indian, Chinese",400.0,3.1,23,Delivery,Yes,No
Just Bake,Old Airport Road,Bakery,Bakery,400.0,2.7,23,Delivery,Yes,No
Magic Box,Old Airport Road,"Takeaway, Delivery","South Indian, North Indian, Chinese",300.0,3.3,21,Delivery,Yes,No
Bhartiya Jalpan,Old Airport Road,Casual Dining,"North Indian, Street Food",700.0,4.1,1098,Delivery,No,No
Nandhana Palace,Old Airport Road,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800.0,4.2,956,Delivery,No,Yes
Sanchez Taqueria & Cantina,Old Airport Road,Casual Dining,"Mexican, Tex-Mex",800.0,4.3,82,Delivery,No,No
Aaha Andhra,Old Airport Road,Casual Dining,"Andhra, Biryani, North Indian",900.0,4.2,820,Delivery,No,No
Eat Well,Old Airport Road,Quick Bites,"North Indian, Chinese",400.0,3.5,33,Delivery,Yes,No
Forage,Old Airport Road,Casual Dining,"Healthy Food, Beverages, European, Salad",1500.0,4.2,215,Delivery,No,Yes
Chaipatty,Old Airport Road,Cafe,Cafe,500.0,3.0,1275,Delivery,No,No
Anjappar,Old Airport Road,Casual Dining,"Chettinad, South Indian",650.0,3.8,777,Delivery,No,No
Waffle Magic,Old Airport Road,Cafe,"Cafe, Desserts",700.0,4.2,592,Delivery,No,No
Fog City Cafe,Old Airport Road,Cafe,"Italian, Fast Food, Burger",500.0,3.7,0,Delivery,Yes,No
Bowls & Combos Co.,Old Airport Road,Delivery,"Chinese, Thai, North Indian",300.0,3.7,0,Delivery,Yes,No
Fai Dang,Old Airport Road,Casual Dining,"Asian, Continental",1100.0,3.3,33,Delivery,No,No
Talk Over Table,Old Airport Road,Cafe,Cafe,500.0,4.0,287,Delivery,No,No
Chefkraft,Old Airport Road,"Takeaway, Delivery","Continental, Fast Food, Salad",800.0,3.9,146,Delivery,No,No
New Punjabi Hotel,Old Airport Road,Quick Bites,"North Indian, Chinese",300.0,3.7,125,Delivery,No,No
Sri Udupi Food Hub,Old Airport Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Beverages",500.0,3.7,0,Delivery,Yes,No
Nandhini Paradise,Old Airport Road,Casual Dining,North Indian,600.0,3.7,289,Delivery,No,Yes
Santrupthi Khanavalli,Old Airport Road,Quick Bites,South Indian,200.0,3.4,4,Delivery,No,No
The ThickShake Factory,Old Airport Road,Beverage Shop,"Beverages, Juices",350.0,4.0,124,Delivery,No,No
Kasol Cafe,Old Airport Road,Quick Bites,"Bengali, Continental",400.0,3.7,20,Delivery,No,No
D'Cafe,Old Airport Road,Cafe,"Cafe, Coffee, Continental",500.0,3.8,18,Delivery,Yes,No
Lakeview Milkbar,Old Airport Road,"Dessert Parlor, Cafe","Fast Food, Desserts, Cafe",600.0,2.9,544,Delivery,No,No
California Burrito,Old Airport Road,"Food Court, Quick Bites","Mexican, Fast Food",400.0,4.1,343,Delivery,No,No
Madurai Idly Shop,Old Airport Road,Quick Bites,South Indian,200.0,3.8,731,Delivery,No,No
Anju's Cafe,Old Airport Road,Quick Bites,"Fast Food, North Indian, Continental",400.0,3.4,6,Delivery,No,No
Indish Flavour,Old Airport Road,Quick Bites,"North Indian, Chinese, Biryani",450.0,3.4,0,Delivery,Yes,No
Tandoori Club,Old Airport Road,Delivery,"North Indian, Chinese, Biryani",400.0,3.5,6,Delivery,Yes,No
Liveat,Old Airport Road,Delivery,"Healthy Food, Mexican, Asian, Continental",500.0,3.7,35,Delivery,No,No
J's Cafe,Old Airport Road,Cafe,"Cafe, Continental",700.0,3.9,155,Delivery,No,No
Jaishree Pavilion,Old Airport Road,Casual Dining,"North Indian, South Indian, Chinese",700.0,3.7,36,Delivery,No,No
Shree Ganesh Fruit Juice Centre,Old Airport Road,"Takeaway, Delivery","Juices, Beverages",100.0,3.7,0,Delivery,No,No
Nami's Global Kitchen,Old Airport Road,"Takeaway, Delivery","Italian, North Indian, Mexican, Chinese",240.0,3.3,6,Delivery,No,No
Bombay Kulfi,Old Airport Road,Dessert Parlor,"Desserts, Ice Cream",300.0,3.7,21,Delivery,No,No
Calcutta Victoria Chat House,Old Airport Road,Quick Bites,Street Food,150.0,3.6,219,Delivery,No,No
Flavors of India,Old Airport Road,Casual Dining,"North Indian, South Indian, Andhra, Mughlai",600.0,3.5,6,Delivery,No,No
Bengaluru House,Old Airport Road,Casual Dining,South Indian,500.0,3.7,45,Delivery,No,No
Frootality,Old Airport Road,"Beverage Shop, Quick Bites","Healthy Food, Beverages",400.0,4.0,215,Delivery,No,No
Sree Vinayaka Puttukada,Old Airport Road,Quick Bites,"Kerala, South Indian",250.0,3.8,0,Delivery,No,No
Delicious Treat,Old Airport Road,Quick Bites,Fast Food,200.0,3.4,0,Delivery,No,No
Fazzito Kitchen,Old Airport Road,Casual Dining,North Indian,700.0,3.8,210,Delivery,No,No
Tempteys,Old Airport Road,"Dessert Parlor, Beverage Shop","Desserts, Beverages",400.0,4.1,135,Delivery,Yes,No
Walnut Kitchen,Old Airport Road,Quick Bites,"North Indian, Biryani, Chinese",500.0,3.0,10,Delivery,No,No
Aysha Restaurant,Old Airport Road,Quick Bites,"North Indian, Chinese",200.0,3.5,0,Delivery,No,No
SipMeal,Old Airport Road,Delivery,"Healthy Food, Beverages",300.0,3.9,0,Delivery,No,No
Desi Bites,Old Airport Road,Quick Bites,North Indian,200.0,3.6,0,Delivery,No,No
Kombo King,Old Airport Road,Delivery,"North Indian, South Indian",300.0,3.7,0,Delivery,No,No
Kings Kitchen,Old Airport Road,Delivery,"Biryani, North Indian",500.0,3.7,0,Delivery,No,No
Biryani Point,Old Airport Road,Quick Bites,Biryani,300.0,3.1,0,Delivery,No,No
Rich Bowl,Old Airport Road,Quick Bites,"North Indian, Chinese, Seafood, Rolls",450.0,3.7,0,Delivery,Yes,No
Mounika Andhra Mess,Old Airport Road,Mess,"South Indian, Biryani",400.0,3.7,0,Delivery,No,No
Fresh Bowl,Old Airport Road,Delivery,"Burger, Chinese, Fast Food, Pizza, Sandwich",400.0,3.7,0,Delivery,No,No
St. Mary's Cafe,Old Airport Road,"Takeaway, Delivery","Cafe, Chinese, South Indian",150.0,3.7,0,Delivery,No,No
Malabar Cafe,Old Airport Road,Quick Bites,"Kerala, South Indian",350.0,3.8,0,Delivery,No,No
Sbarro,Old Airport Road,Quick Bites,Pizza,500.0,3.4,16,Delivery,No,No
New Shanthi Sagar,Old Airport Road,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Beverages, Desserts, Street Food",450.0,2.8,119,Delivery,No,No
Bismillah Ambur Biryani,Old Airport Road,Quick Bites,"Biryani, Hyderabadi",200.0,3.7,0,Delivery,No,No
Kolkata Hot Roll,Old Airport Road,Kiosk,"North Indian, Rolls",300.0,3.7,0,Delivery,No,No
Belly Doze,Old Airport Road,Delivery,"North Indian, Mughlai, Chinese",600.0,3.7,0,Delivery,No,No
Desi Bites,Old Airport Road,Quick Bites,"North Indian, Chinese, Biryani",400.0,3.4,0,Delivery,No,No
New Ambur Hot Dum Biryani,Old Airport Road,Quick Bites,Biryani,200.0,3.1,0,Delivery,No,No
Biriyani Hub,Old Airport Road,Quick Bites,Biryani,200.0,3.1,0,Delivery,No,No
Rasoi,Old Airport Road,Quick Bites,North Indian,250.0,3.6,0,Delivery,No,No
Home Cooked,Old Airport Road,Delivery,"North Indian, Biryani, Lucknowi",200.0,3.7,0,Delivery,No,No
Aburrahaman,Old Airport Road,Delivery,"North Indian, South Indian, Chinese",400.0,3.7,0,Delivery,No,No
SKY FOG,Old Airport Road,"Dessert Parlor, Quick Bites","Desserts, Ice Cream, Fast Food",300.0,3.1,6,Delivery,No,No
